CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	growthMedium	measurementPosition	measurementTime	objective	Zelltyp	~File location	
44d4ca9c	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs10	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs10.asc	
ab867c7d	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs11	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs11.asc	
dab51bca	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs2	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs2.asc	
35e7ad2b	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs3	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs3.asc	
d4c9a74f	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs4	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs4.asc	
3b9b11ae	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs5	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs5.asc	
d11dcccc	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs6	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs6.asc	
3e4f7a2d	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs7	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs7.asc	
c830de45	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs8	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs8.asc	
276268a4	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_Cs9	asc	PBS	_Cs	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_Cs9.asc	
142ed0e2	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK1	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK1.asc	
d2f97f04	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK10	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK10.asc	
3dabc9e5	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK11	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK11.asc	
fea80d80	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK2	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK2.asc	
11fabb61	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK3	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK3.asc	
f0d4b105	2015-03-19, 13:01:36	2015-03-19, 13:01:36	2015-03-19, 13:01:36	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK4	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK4.asc	
ff5970d7	2015-03-19, 13:01:38	2015-03-19, 13:01:38	2015-03-19, 13:01:38	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK5	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK5.asc	
15dfadb5	2015-03-19, 13:01:38	2015-03-19, 13:01:38	2015-03-19, 13:01:38	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK6	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK6.asc	
fa8d1b54	2015-03-19, 13:01:38	2015-03-19, 13:01:38	2015-03-19, 13:01:38	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK7	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK7.asc	
cf2bf3c	2015-03-19, 13:01:38	2015-03-19, 13:01:38	2015-03-19, 13:01:38	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK8	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK8.asc	
e3a009dd	2015-03-19, 13:01:38	2015-03-19, 13:01:38	2015-03-19, 13:01:38	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK 570 (Non-Producer)	BHK_570_PBS_60wi_50sec_ZK9	asc	PBS	_ZK	50sec	60wi	BHK_570	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK 570 (Non-Producer)\BHK_570_PBS_60wi_50sec_ZK9.asc	
