CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	growthMedium	celltype	measurementPosition	measurementTime	objective	~File location	
abd8744d	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK4	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK4.asc	
448ac2ac	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK5	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK5.asc	
ae0c1fce	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK6	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK6.asc	
415ea92f	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK7	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK7.asc	
b7210d47	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK8	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK8.asc	
5873bba6	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_20sec_ZK9	asc	PBS	BHKFVII	_ZK	20sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_20sec_ZK9.asc	
b3fc78c6	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs1	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs1.asc	
478e7a3a	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs10	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs10.asc	
597aa5a4	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs2	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs2.asc	
b6281345	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs3	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs3.asc	
57061921	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs4	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs4.asc	
b854afc0	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs5	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs5.asc	
52d272a2	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs6	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs6.asc	
bd80c443	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs7	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs7.asc	
4bff602b	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs8	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs8.asc	
a4add6ca	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_Cs9	asc	PBS	BHKFVII	_Cs	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_Cs9.asc	
97e16e8c	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK1	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK1.asc	
d1a3cfa2	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK10	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK10.asc	
7d67b3ee	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK2	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK2.asc	
9235050f	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK3	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK3.asc	
731b0f6b	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK4	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK4.asc	
9c49b98a	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK5	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK5.asc	
76cf64e8	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK6	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK6.asc	
999dd209	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK7	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK7.asc	
6fe27661	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK8	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK8.asc	
80b0c080	2015-03-19, 13:01:28	2015-03-19, 13:01:28	2015-03-19, 13:01:28	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK Faktor VII (Producer)	BHKFVII_570_PBS_60wi_50sec_ZK9	asc	PBS	BHKFVII	_ZK	50sec	60wi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK Faktor VII (Producer)\BHKFVII_570_PBS_60wi_50sec_ZK9.asc	
