CRC32	lastAccessTime	lastModifiedTime	creationTime	rootFolder	subFolder0	subFolder1	subFolder2	subFolder3	subFolder4	subFolder5	subFolder6	subFolder7	subFolder8	subFolder9	fileName	fileExtension	celltype	measurementLocation	measurementPosition	measurementTime	cultureMedium	lens	~File location	
4d1f4858	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs4	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs4.asc	
87a71b06	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs4_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs4_300320015.asc	
a24dfeb9	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs5	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs5.asc	
8612e61b	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs5_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs5_300320015.asc	
48cb23db	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs6	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs6.asc	
84cce13c	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs6_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs6_300320015.asc	
a799953a	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs7	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs7.asc	
85791c21	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs7_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs7_300320015.asc	
51e63152	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs8	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs8.asc	
8cdf079a	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs8_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs8_300320015.asc	
beb487b3	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs9	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs9.asc	
8d6afa87	2015-03-31, 10:50:50	2015-03-31, 10:50:50	2015-03-31, 10:50:50	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_Cs9_300320015	asc	BHK_570	_Cs	_Cs	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_Cs9_300320015.asc	
8df83ff5	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK1	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK1.asc	
58e3c398	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK10	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK10.asc	
2b5182ac	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK10BG	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK10BG.asc	
2c33f1d2	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK10_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK10_300320015.asc	
b7b17579	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK11	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK11.asc	
2d860ccf	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK11_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK11_300320015.asc	
5d37a81b	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK12	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK12.asc	
b55019a8	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK12BG_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK12BG_300320015.asc	
2f580be8	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK12_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK12_300320015.asc	
b2651efa	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK13	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK13.asc	
534b149e	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK14	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK14.asc	
bc19a27f	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK15	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK15.asc	
a0c24f03	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK1_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK1_300320015.asc	
677ee297	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK2	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK2.asc	
a21c4824	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK2_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK2_300320015.asc	
882c5476	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK3	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK3.asc	
a3a9b539	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK3_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK3_300320015.asc	
69025e12	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK4	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK4.asc	
a7a0466a	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK4_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK4_300320015.asc	
8650e8f3	2015-03-25, 15:21:08	2015-03-25, 15:21:08	2015-03-25, 15:21:08	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK5	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK5.asc	
a615bb77	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK5_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK5_300320015.asc	
940234ce	2015-03-25, 15:21:10	2015-03-25, 15:21:10	2015-03-25, 15:21:10	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK6	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK6.asc	
a4cbbc50	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK6_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK6_300320015.asc	
7b50822f	2015-03-25, 15:21:10	2015-03-25, 15:21:10	2015-03-25, 15:21:10	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK7	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK7.asc	
a57e414d	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK7_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK7_300320015.asc	
8d2f2647	2015-03-25, 15:21:10	2015-03-25, 15:21:10	2015-03-25, 15:21:10	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK8	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK8.asc	
acd85af6	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK8_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK8_300320015.asc	
627d90a6	2015-03-25, 15:21:10	2015-03-25, 15:21:10	2015-03-25, 15:21:10	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK9	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK9.asc	
ad6da7eb	2015-03-31, 10:50:52	2015-03-31, 10:50:52	2015-03-31, 10:50:52	C:	Users	Pippow	Arbeit	LifeHCA	MAVO_Optiscell	BSCW	OPTISCELL	Raman Daten	BHK 570	BHK_570_100oi	BHK_570_Medium_100oi_50sec_ZK9_300320015	asc	BHK_570	_ZK	_ZK	50sec	Medium	100oi	~C:\Users\Pippow\Arbeit\LifeHCA\MAVO_Optiscell\BSCW\OPTISCELL\Raman Daten\BHK 570\BHK_570_100oi\BHK_570_Medium_100oi_50sec_ZK9_300320015.asc	
